run_id,variant,scenario,mqtt_qos,matching_mode,missing_update_count_exact,proxy_frame_alignment_mode,browser_event_count,gateway_update_count,proxy_sent_frame_count,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,freshness_stddev_ms,stale_fraction,late_threshold_ms,late_count,missing_update_count,missing_updates_outage_drop_count,missing_updates_non_outage_drop_count,missing_updates_delivered_frame_count,missing_updates_unclassified_count,missing_sensor_count,gateway_mqtt_in_msgs,duplicates_dropped,compacted_dropped,value_dedup_dropped,freshness_ttl_ms,effective_batch_window_ms,stale_sensor_count,proxy_dropped_frames,proxy_downstream_frames_out,proxy_downstream_bytes_out,max_bandwidth_bytes_per_s,max_frame_rate_per_s,proxy_frame_rate_stddev_per_s,max_update_rate_per_s,dashboard_stale_count,dashboard_message_count,dashboard_frame_count,proxy_inter_frame_gap_sample_count,proxy_inter_frame_gap_mean_ms,proxy_inter_frame_gap_p50_ms,proxy_inter_frame_gap_p95_ms,proxy_inter_frame_gap_p99_ms,proxy_inter_frame_gap_stddev_ms,proxy_frame_alignment_note,run_dir,summary_path,condition_id,trial_id,trial_index,impairment_seed,schema_version,batch_window_ms,adaptive_min_batch_window_ms,adaptive_max_batch_window_ms,adaptive_step_up_ms,adaptive_step_down_ms,adaptive_queue_high_watermark,adaptive_queue_low_watermark,adaptive_send_slow_ms,adaptive_recovery_streak
v2-qos0-bandwidth_200kbps-trial-01-seed-53701,v2,bandwidth_200kbps,0,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,168.848,166.5,268.0,270.0,65.625,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6000.0,5990.0,6059.5,6067.9,44.159,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-bandwidth_200kbps\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-bandwidth_200kbps\trial-01-seed-53701\summary.json,v2-qos0-bandwidth_200kbps,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v2-qos0-bandwidth_200kbps-trial-02-seed-53702,v2,bandwidth_200kbps,0,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,171.523,164.5,273.0,274.69,65.504,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6004.5,6000.0,6061.2,6069.84,44.774,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-bandwidth_200kbps\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-bandwidth_200kbps\trial-02-seed-53702\summary.json,v2-qos0-bandwidth_200kbps,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v2-qos0-bandwidth_200kbps-trial-03-seed-53703,v2,bandwidth_200kbps,0,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,167.068,164.5,273.45,276.69,71.171,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6010.0,6011.5,6074.95,6082.99,54.309,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-bandwidth_200kbps\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-bandwidth_200kbps\trial-03-seed-53703\summary.json,v2-qos0-bandwidth_200kbps,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v2-qos0-clean-trial-01-seed-53701,v2,clean,0,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,173.848,169.0,281.0,282.0,66.564,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6001.5,6007.0,6048.1,6051.22,42.175,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-clean\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-clean\trial-01-seed-53701\summary.json,v2-qos0-clean,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v2-qos0-clean-trial-02-seed-53702,v2,clean,0,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,170.758,170.0,276.45,277.69,69.494,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6006.5,6005.5,6069.3,6076.26,50.904,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-clean\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-clean\trial-02-seed-53702\summary.json,v2-qos0-clean,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v2-qos0-clean-trial-03-seed-53703,v2,clean,0,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,166.879,167.5,271.0,273.0,69.495,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6007.0,6010.5,6047.15,6049.43,36.104,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-clean\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-clean\trial-03-seed-53703\summary.json,v2-qos0-clean,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v2-qos0-delay_50ms_jitter20ms-trial-01-seed-53701,v2,delay_50ms_jitter20ms,0,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,202.023,207.5,316.0,318.0,68.924,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,5999.75,5983.0,6080.2,6091.24,58.857,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-delay_50ms_jitter20ms\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-delay_50ms_jitter20ms\trial-01-seed-53701\summary.json,v2-qos0-delay_50ms_jitter20ms,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v2-qos0-delay_50ms_jitter20ms-trial-02-seed-53702,v2,delay_50ms_jitter20ms,0,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,227.485,226.0,326.0,334.0,65.382,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6002.25,5989.5,6070.9,6082.18,51.124,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-delay_50ms_jitter20ms\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-delay_50ms_jitter20ms\trial-02-seed-53702\summary.json,v2-qos0-delay_50ms_jitter20ms,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v2-qos0-delay_50ms_jitter20ms-trial-03-seed-53703,v2,delay_50ms_jitter20ms,0,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,221.295,227.0,332.0,336.69,73.528,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6009.25,6015.5,6062.0,6064.4,48.951,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-delay_50ms_jitter20ms\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-delay_50ms_jitter20ms\trial-03-seed-53703\summary.json,v2-qos0-delay_50ms_jitter20ms,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v2-qos0-loss_2pct-trial-01-seed-53701,v2,loss_2pct,0,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,160.311,156.5,266.45,271.69,68.162,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6007.25,6018.5,6068.6,6075.32,58.397,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-loss_2pct\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-loss_2pct\trial-01-seed-53701\summary.json,v2-qos0-loss_2pct,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v2-qos0-loss_2pct-trial-02-seed-53702,v2,loss_2pct,0,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,158.167,157.0,259.45,271.69,65.384,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6003.75,6002.0,6089.75,6101.15,69.848,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-loss_2pct\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-loss_2pct\trial-02-seed-53702\summary.json,v2-qos0-loss_2pct,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v2-qos0-loss_2pct-trial-03-seed-53703,v2,loss_2pct,0,exact_sensor_metric_msg_ts,True,unavailable,104,180,4,167.413,161.0,275.0,277.97,66.501,0.0,1000,0,76,0,0,0,76,16,180,0,0,0,1000,250,100,1,4,10286,4228,1,0.0,44,76,104,4,3,5999.667,6022.0,6050.8,6053.36,55.763,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-loss_2pct\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-loss_2pct\trial-03-seed-53703\summary.json,v2-qos0-loss_2pct,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v2-qos0-outage_5s-trial-01-seed-53701,v2,outage_5s,0,exact_sensor_metric_msg_ts,True,unavailable,116,180,4,161.733,161.0,268.0,269.7,68.191,0.0,1000,0,64,0,0,0,64,15,180,0,0,0,1000,250,100,1,4,11401,4228,1,0.0,44,80,116,4,3,8006.0,6015.0,11410.5,11890.1,2831.27,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-outage_5s\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-outage_5s\trial-01-seed-53701\summary.json,v2-qos0-outage_5s,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v2-qos0-outage_5s-trial-02-seed-53702,v2,outage_5s,0,exact_sensor_metric_msg_ts,True,unavailable,116,180,4,166.259,165.5,273.0,281.85,69.878,0.0,1000,0,64,0,0,0,64,15,180,0,0,0,1000,250,100,1,4,11401,4228,1,0.0,44,80,116,4,3,8012.0,6017.0,11417.0,11897.0,2831.969,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-outage_5s\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-outage_5s\trial-02-seed-53702\summary.json,v2-qos0-outage_5s,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v2-qos0-outage_5s-trial-03-seed-53703,v2,outage_5s,0,exact_sensor_metric_msg_ts,True,unavailable,116,180,4,171.336,155.5,296.25,298.85,74.742,0.0,1000,0,64,0,0,0,64,15,180,0,0,0,1000,250,100,1,4,11401,4228,1,0.0,44,80,116,4,3,8007.333,6006.0,11435.7,11918.34,2850.843,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-outage_5s\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos0-outage_5s\trial-03-seed-53703\summary.json,v2-qos0-outage_5s,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v2-qos1-bandwidth_200kbps-trial-01-seed-53701,v2,bandwidth_200kbps,1,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,165.629,159.5,273.0,276.69,67.468,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6008.75,6025.5,6046.3,6048.46,43.82,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-bandwidth_200kbps\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-bandwidth_200kbps\trial-01-seed-53701\summary.json,v2-qos1-bandwidth_200kbps,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v2-qos1-bandwidth_200kbps-trial-02-seed-53702,v2,bandwidth_200kbps,1,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,172.924,174.0,277.45,278.69,66.337,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6006.5,6018.0,6070.05,6076.41,60.01,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-bandwidth_200kbps\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-bandwidth_200kbps\trial-02-seed-53702\summary.json,v2-qos1-bandwidth_200kbps,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v2-qos1-bandwidth_200kbps-trial-03-seed-53703,v2,bandwidth_200kbps,1,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,174.364,172.5,275.9,285.0,66.775,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6004.5,6006.0,6060.15,6067.23,46.779,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-bandwidth_200kbps\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-bandwidth_200kbps\trial-03-seed-53703\summary.json,v2-qos1-bandwidth_200kbps,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v2-qos1-clean-trial-01-seed-53701,v2,clean,1,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,172.985,169.5,274.0,277.69,66.328,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6001.0,6007.5,6062.35,6068.47,54.392,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-clean\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-clean\trial-01-seed-53701\summary.json,v2-qos1-clean,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v2-qos1-clean-trial-02-seed-53702,v2,clean,1,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,172.947,175.5,270.45,295.69,69.831,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6004.75,5999.0,6072.6,6081.72,52.675,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-clean\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-clean\trial-02-seed-53702\summary.json,v2-qos1-clean,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v2-qos1-clean-trial-03-seed-53703,v2,clean,1,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,166.379,170.0,263.45,267.38,68.774,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6002.75,5999.0,6087.75,6099.15,67.869,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-clean\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-clean\trial-03-seed-53703\summary.json,v2-qos1-clean,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v2-qos1-delay_50ms_jitter20ms-trial-01-seed-53701,v2,delay_50ms_jitter20ms,1,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,227.75,219.0,335.45,346.69,64.779,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,5998.75,6003.0,6060.85,6068.17,53.723,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-delay_50ms_jitter20ms\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-delay_50ms_jitter20ms\trial-01-seed-53701\summary.json,v2-qos1-delay_50ms_jitter20ms,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v2-qos1-delay_50ms_jitter20ms-trial-02-seed-53702,v2,delay_50ms_jitter20ms,1,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,225.765,224.5,331.0,339.76,65.318,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6002.0,5979.5,6070.15,6082.03,48.554,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-delay_50ms_jitter20ms\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-delay_50ms_jitter20ms\trial-02-seed-53702\summary.json,v2-qos1-delay_50ms_jitter20ms,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v2-qos1-delay_50ms_jitter20ms-trial-03-seed-53703,v2,delay_50ms_jitter20ms,1,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,215.591,211.0,316.9,329.69,69.813,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6004.0,5991.5,6063.15,6070.23,43.903,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-delay_50ms_jitter20ms\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-delay_50ms_jitter20ms\trial-03-seed-53703\summary.json,v2-qos1-delay_50ms_jitter20ms,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v2-qos1-loss_2pct-trial-01-seed-53701,v2,loss_2pct,1,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,161.144,160.5,265.45,281.0,67.567,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6003.0,6003.0,6064.65,6070.53,50.799,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-loss_2pct\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-loss_2pct\trial-01-seed-53701\summary.json,v2-qos1-loss_2pct,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v2-qos1-loss_2pct-trial-02-seed-53702,v2,loss_2pct,1,exact_sensor_metric_msg_ts,True,unavailable,132,180,5,166.348,164.5,265.45,268.69,65.844,0.0,1000,0,48,0,0,0,48,12,180,0,0,0,1000,250,100,0,5,13051,4228,1,0.0,44,80,132,5,4,6002.0,5992.5,6062.75,6071.75,45.437,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-loss_2pct\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-loss_2pct\trial-02-seed-53702\summary.json,v2-qos1-loss_2pct,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v2-qos1-loss_2pct-trial-03-seed-53703,v2,loss_2pct,1,exact_sensor_metric_msg_ts,True,unavailable,104,180,4,161.385,162.5,260.0,262.97,65.859,0.0,1000,0,76,0,0,0,76,16,180,0,0,0,1000,250,100,1,4,10286,4228,1,0.0,44,76,104,4,3,6006.0,6006.0,6061.8,6066.76,50.623,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-loss_2pct\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-loss_2pct\trial-03-seed-53703\summary.json,v2-qos1-loss_2pct,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v2-qos1-outage_5s-trial-01-seed-53701,v2,outage_5s,1,exact_sensor_metric_msg_ts,True,unavailable,116,180,4,164.009,156.0,274.0,275.85,65.499,0.0,1000,0,64,0,0,0,64,15,180,0,0,0,1000,250,100,1,4,11401,4228,1,0.0,44,80,116,4,3,8006.333,6024.0,11392.5,11869.7,2816.18,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-outage_5s\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-outage_5s\trial-01-seed-53701\summary.json,v2-qos1-outage_5s,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v2-qos1-outage_5s-trial-02-seed-53702,v2,outage_5s,1,exact_sensor_metric_msg_ts,True,unavailable,116,180,4,167.914,169.0,273.0,275.0,69.394,0.0,1000,0,64,0,0,0,64,15,180,0,0,0,1000,250,100,1,4,11401,4228,1,0.0,44,80,116,4,3,8007.333,6022.0,11407.6,11886.32,2827.507,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-outage_5s\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-outage_5s\trial-02-seed-53702\summary.json,v2-qos1-outage_5s,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v2-qos1-outage_5s-trial-03-seed-53703,v2,outage_5s,1,exact_sensor_metric_msg_ts,True,unavailable,116,180,4,166.267,163.5,277.0,278.85,67.417,0.0,1000,0,64,0,0,0,64,15,180,0,0,0,1000,250,100,1,4,11401,4228,1,0.0,44,80,116,4,3,8006.333,6003.0,11434.5,11917.3,2850.837,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-outage_5s\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v2-qos1-outage_5s\trial-03-seed-53703\summary.json,v2-qos1-outage_5s,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v4-qos0-bandwidth_200kbps-trial-01-seed-53701,v4,bandwidth_200kbps,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,224.811,200.0,490.05,527.21,119.016,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5602.0,5989.0,6048.4,6054.48,806.173,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-bandwidth_200kbps\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-bandwidth_200kbps\trial-01-seed-53701\summary.json,v4-qos0-bandwidth_200kbps,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v4-qos0-bandwidth_200kbps-trial-02-seed-53702,v4,bandwidth_200kbps,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,262.928,210.0,623.0,662.0,168.365,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5576.4,5993.0,6039.4,6043.08,859.11,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-bandwidth_200kbps\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-bandwidth_200kbps\trial-02-seed-53702\summary.json,v4-qos0-bandwidth_200kbps,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v4-qos0-bandwidth_200kbps-trial-03-seed-53703,v4,bandwidth_200kbps,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,259.494,204.0,608.0,643.0,162.238,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5578.6,6005.0,6071.0,6083.8,852.978,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-bandwidth_200kbps\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-bandwidth_200kbps\trial-03-seed-53703\summary.json,v4-qos0-bandwidth_200kbps,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
v4-qos0-clean-trial-01-seed-53701,v4,clean,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,275.872,193.5,683.05,732.0,196.448,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5560.8,5980.0,6069.2,6082.64,882.234,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-clean\trial-01-seed-53701,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-clean\trial-01-seed-53701\summary.json,v4-qos0-clean,trial-01-seed-53701,1,53701,2,,10,1000,100,50,25,5,40,3
v4-qos0-clean-trial-02-seed-53702,v4,clean,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,257.633,182.5,624.0,664.0,171.366,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5572.8,6000.0,6061.0,6070.6,857.346,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-clean\trial-02-seed-53702,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-clean\trial-02-seed-53702\summary.json,v4-qos0-clean,trial-02-seed-53702,2,53702,2,,10,1000,100,50,25,5,40,3
v4-qos0-clean-trial-03-seed-53703,v4,clean,0,exact_sensor_metric_msg_ts,True,unavailable,180,180,6,242.039,219.5,516.0,551.0,121.394,0.0,1000,0,0,0,0,0,0,0,180,0,0,0,1000,250,100,0,6,17641,4590,1,0.0,48,100,180,6,5,5596.0,5981.0,6052.6,6064.12,810.789,proxy/gateway frame counts do not match; missing-update cause attribution was skipped,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-clean\trial-03-seed-53703,experiments\logs\final-intel-primary-replicated-20260408-135251\v4-qos0-clean\trial-03-seed-53703\summary.json,v4-qos0-clean,trial-03-seed-53703,3,53703,2,,10,1000,100,50,25,5,40,3
